codice;codice_linea;denominazione;ubicazione;comune;codice_zona;quartiere;geopoint;zona_prossimita;area_statistica
4318;25;DEPOSITO FERRARESE;VIA FERRARESE DEPOSITO;BOLOGNA;500;Navile;44.521193, 11.358012;CORTICELLA - DOZZA;CASERME ROSSE-MANIFATTURA
4318;357;DEPOSITO FERRARESE;VIA FERRARESE DEPOSITO;BOLOGNA;500;Navile;44.521193, 11.358012;CORTICELLA - DOZZA;CASERME ROSSE-MANIFATTURA
4318;356;DEPOSITO FERRARESE;VIA FERRARESE DEPOSITO;BOLOGNA;500;Navile;44.521193, 11.358012;CORTICELLA - DOZZA;CASERME ROSSE-MANIFATTURA
4320;25;DOZZA CAPOLINEA;VIA FERRARESE FR 160;BOLOGNA;500;Navile;44.528882, 11.366704;CORTICELLA - DOZZA;LA DOZZA
4322;189;MANIFATTURA;VIA FERRARESE P.L. 85;BOLOGNA;500;Navile;44.523585, 11.359908;CORTICELLA - DOZZA;CASERME ROSSE-MANIFATTURA
4399;34;SACRO CUORE;VIA TIARINI 1;BOLOGNA;500;Navile;44.508296, 11.346056;BOLOGNINA;PIAZZA DELL'UNITA'
4399;A;SACRO CUORE;VIA TIARINI 1;BOLOGNA;500;Navile;44.508296, 11.346056;BOLOGNINA;PIAZZA DELL'UNITA'
4401;30;TIARINI;VIA TIARINI 29;BOLOGNA;500;Navile;44.508713, 11.342865;BOLOGNINA;PIAZZA DELL'UNITA'
4401;92;TIARINI;VIA TIARINI 29;BOLOGNA;500;Navile;44.508713, 11.342865;BOLOGNINA;PIAZZA DELL'UNITA'
4401;184;TIARINI;VIA TIARINI 29;BOLOGNA;500;Navile;44.508713, 11.342865;BOLOGNINA;PIAZZA DELL'UNITA'
4401;34;TIARINI;VIA TIARINI 29;BOLOGNA;500;Navile;44.508713, 11.342865;BOLOGNINA;PIAZZA DELL'UNITA'
4410;87;TIBALDI DALL`ARCA;VIA TIBALDI FR 31/A;BOLOGNA;500;Navile;44.51154, 11.342374;BOLOGNINA;PIAZZA DELL'UNITA'
4413;37;BATTIFERRO;VIA GOBETTI 45/C;BOLOGNA;500;Navile;44.515269, 11.337466;BOLOGNINA;ARCOVEGGIO
4414;87;BATTIFERRO;VIA GOBETTI FR 39;BOLOGNA;500;Navile;44.514552, 11.337751;BOLOGNINA;EX MERCATO ORTOFRUTTICOLO
4414;92;BATTIFERRO;VIA GOBETTI FR 39;BOLOGNA;500;Navile;44.514552, 11.337751;BOLOGNINA;EX MERCATO ORTOFRUTTICOLO
4418;34;GOBETTI;VIA GOBETTI FR 52;BOLOGNA;500;Navile;44.518513, 11.336438;BOLOGNINA;ARCOVEGGIO
4419;87;GOBETTI;VIA GOBETTI 52;BOLOGNA;500;Navile;44.518421, 11.336119;BOLOGNINA;ARCOVEGGIO
4425;11;BARBIERI;VIA BARBIERI 105;BOLOGNA;500;Navile;44.516905, 11.341104;BOLOGNINA;ARCOVEGGIO
4429;11;NAVILE;VIA GAGARIN FR P.L. 23;BOLOGNA;500;Navile;44.517178, 11.332144;BEVERARA;BEVERARA
4433;34;GAGARIN;VIA GAGARIN FR 5;BOLOGNA;500;Navile;44.517295, 11.329532;BEVERARA;BEVERARA
4433;11;GAGARIN;VIA GAGARIN FR 5;BOLOGNA;500;Navile;44.517295, 11.329532;BEVERARA;BEVERARA
4434;67;GAGARIN;VIA GAGARIN 5;BOLOGNA;500;Navile;44.517004, 11.329671;BEVERARA;BEVERARA
4434;11;GAGARIN;VIA GAGARIN 5;BOLOGNA;500;Navile;44.517004, 11.329671;BEVERARA;BEVERARA
4455;67;ARCOVEGGIO CHIESA;VIA FIORAVANTI 119/D;BOLOGNA;500;Navile;44.517416, 11.342069;BOLOGNINA;ARCOVEGGIO
4456;11;PALESTRA IPPODROMO;VIA ARCOVEGGIO 24-26;BOLOGNA;500;Navile;44.519094, 11.34279;BOLOGNINA;ARCOVEGGIO
4461;11;VILLA ERBOSA;VIA ARCOVEGGIO FR 52;BOLOGNA;500;Navile;44.521753, 11.343941;BOLOGNINA;ARCOVEGGIO
4463;67;ARCOVEGGIO;VIA ARCOVEGGIO P.L. 26;BOLOGNA;500;Navile;44.524975, 11.345316;CORTICELLA - DOZZA;CASERME ROSSE-MANIFATTURA
4464;11;ARCOVEGGIO;VIA ARCOVEGGIO FR 43/5;BOLOGNA;500;Navile;44.524378, 11.345028;CORTICELLA - DOZZA;CASERME ROSSE-MANIFATTURA
4467;67;C.S. VIRTUS;VIA ARCOVEGGIO 49;BOLOGNA;500;Navile;44.527681, 11.346381;CORTICELLA - DOZZA;CASERME ROSSE-MANIFATTURA
4471;67;DON BEDETTI;VIA ARCOVEGGIO FR P.L. 71;BOLOGNA;500;Navile;44.534162, 11.348165;CORTICELLA - DOZZA;CROCE COPERTA
4476;11;LAPIDARI;VIA ARCOVEGGIO 74/7;BOLOGNA;500;Navile;44.536433, 11.350245;CORTICELLA - DOZZA;CROCE COPERTA
4478;11;CASA BUIA;VIA ARCOVEGGIO 120;BOLOGNA;500;Navile;44.539156, 11.351361;CORTICELLA - DOZZA;CROCE COPERTA
4480;11;ROTONDA GIARDINI;ROTONDA GIARDINI;BOLOGNA;500;Navile;44.541626, 11.352078;CORTICELLA - DOZZA;CROCE COPERTA
4601;446;ISTITUTO SERPIERI;VIA PEGLION FR 25;BOLOGNA;504;Navile;44.54795, 11.365349;CORTICELLA - DOZZA;SAVENA ABBANDONATO
4601;181;ISTITUTO SERPIERI;VIA PEGLION FR 25;BOLOGNA;504;Navile;44.54795, 11.365349;CORTICELLA - DOZZA;SAVENA ABBANDONATO
4602;181;ISTITUTO SERPIERI;VIA PEGLION 25;BOLOGNA;504;Navile;44.548017, 11.365138;CORTICELLA - DOZZA;SAVENA ABBANDONATO
4602;447;ISTITUTO SERPIERI;VIA PEGLION 25;BOLOGNA;504;Navile;44.548017, 11.365138;CORTICELLA - DOZZA;SAVENA ABBANDONATO
5001;18;PORTA LAME;VIA ZANARDI 3;BOLOGNA;500;Porto - Saragozza;44.503153, 11.333019;SAFFI;ZANARDI
5004;18;BOVI CAMPEGGI;VIA ZANARDI FR 29/A;BOLOGNA;500;Porto - Saragozza;44.505491, 11.331351;SAFFI;ZANARDI
5004;29;BOVI CAMPEGGI;VIA ZANARDI FR 29/A;BOLOGNA;500;Porto - Saragozza;44.505491, 11.331351;SAFFI;ZANARDI
5005;184;SOTTOPASSO ZANARDI;VIA ZANARDI P.L. 17;BOLOGNA;500;Navile;44.510751, 11.328579;BEVERARA;BEVERARA
5005;185;SOTTOPASSO ZANARDI;VIA ZANARDI P.L. 17;BOLOGNA;500;Navile;44.510751, 11.328579;BEVERARA;BEVERARA
5006;30;SOTTOPASSO ZANARDI;VIA ZANARDI P.L. 16;BOLOGNA;500;Navile;44.510618, 11.328498;BEVERARA;BEVERARA
5009;185;POSTE;VIA ZANARDI 41;BOLOGNA;500;Navile;44.512248, 11.327594;BEVERARA;BEVERARA
5009;29;POSTE;VIA ZANARDI 41;BOLOGNA;500;Navile;44.512248, 11.327594;BEVERARA;BEVERARA
5010;184;POSTE;VIA ZANARDI FR. 41;BOLOGNA;500;Navile;44.512171, 11.327402;BEVERARA;BEVERARA
5010;30;POSTE;VIA ZANARDI FR. 41;BOLOGNA;500;Navile;44.512171, 11.327402;BEVERARA;BEVERARA
5011;18;OCA;VIA ZANARDI 83/D;BOLOGNA;500;Navile;44.516433, 11.325005;BEVERARA;BEVERARA
5012;92;OCA;VIA ZANARDI 90;BOLOGNA;500;Navile;44.517278, 11.324636;BEVERARA;BEVERARA
5014;29;OCA;VIA ZANARDI 70/D;BOLOGNA;500;Navile;44.516355, 11.324851;BEVERARA;BEVERARA
5017;18;ZANARDI;VIA ZANARDI 139;BOLOGNA;500;Navile;44.518894, 11.323065;BERTALIA - NOCE;LAZZARETTO
5017;34;ZANARDI;VIA ZANARDI 139;BOLOGNA;500;Navile;44.518894, 11.323065;BERTALIA - NOCE;LAZZARETTO
5018;18;ZANARDI;VIA ZANARDI 108;BOLOGNA;500;Navile;44.518862, 11.322862;BERTALIA - NOCE;LAZZARETTO
5019;34;SELVA PESCAROLA;VIA ZANARDI 175/B;BOLOGNA;500;Navile;44.521662, 11.321514;BERTALIA - NOCE;PESCAROLA
5020;11;SELVA PESCAROLA;VIA ZANARDI 150;BOLOGNA;500;Navile;44.521741, 11.321202;BERTALIA - NOCE;PESCAROLA
5020;67;SELVA PESCAROLA;VIA ZANARDI 150;BOLOGNA;500;Navile;44.521741, 11.321202;BERTALIA - NOCE;PESCAROLA
5021;18;PESCAROLA;VIA ZANARDI 185;BOLOGNA;500;Navile;44.522331, 11.320509;BERTALIA - NOCE;PESCAROLA
5021;29;PESCAROLA;VIA ZANARDI 185;BOLOGNA;500;Navile;44.522331, 11.320509;BERTALIA - NOCE;PESCAROLA
5022;29;PESCAROLA;VIA ZANARDI 184;BOLOGNA;500;Navile;44.522762, 11.319683;BERTALIA - NOCE;PESCAROLA
5022;11;PESCAROLA;VIA ZANARDI 184;BOLOGNA;500;Navile;44.522762, 11.319683;BERTALIA - NOCE;PESCAROLA
5026;29;C.S. PESCAROLA;VIA ZANARDI 228;BOLOGNA;500;Navile;44.524856, 11.318067;BERTALIA - NOCE;PESCAROLA
5029;18;TRAGHETTO;VIA ZANARDI P.L. 133/99;BOLOGNA;500;Navile;44.529062, 11.314886;BERTALIA - NOCE;LA NOCE
5030;67;TRAGHETTO;VIA ZANARDI 328;BOLOGNA;500;Navile;44.529415, 11.314346;BERTALIA - NOCE;LA NOCE
5035;29;NOCE;VIA ZANARDI FR 502;BOLOGNA;500;Navile;44.533407, 11.315499;BERTALIA - NOCE;LA NOCE
5038;67;NOCE;VIA ZANARDI 395;BOLOGNA;500;Navile;44.533417, 11.315436;BERTALIA - NOCE;LA NOCE
5101;30;GRAZIA;VIA POLO 13;BOLOGNA;500;Navile;44.516251, 11.328207;BEVERARA;BEVERARA
5103;29;MARCO POLO;VIA POLO 53;BOLOGNA;500;Navile;44.519241, 11.328993;BEVERARA;BEVERARA
5104;30;MARCO POLO;VIA POLO P.L. 29;BOLOGNA;500;Navile;44.518986, 11.328706;BEVERARA;BEVERARA
5105;11;BOTTEGO;VIA BEVERARA P.L. 33;BOLOGNA;500;Navile;44.52028, 11.331047;BEVERARA;BEVERARA
5111;30;PELLEGRINO;VIA BEVERARA 163;BOLOGNA;500;Navile;44.52488, 11.332376;BEVERARA;BEVERARA
5113;30;TANGENZIALE LAME;VIA COLOMBO 5;BOLOGNA;500;Navile;44.528261, 11.333467;BEVERARA;BEVERARA
5114;30;PELLEGRINO;VIA BEVERARA 234;BOLOGNA;500;Navile;44.525245, 11.332151;BEVERARA;BEVERARA
5199;86;PORTA LAME;VIA PIER DE CRESCENZI 9C-11;BOLOGNA;500;Porto - Saragozza;44.502527, 11.331484;SAFFI;ZANARDI
5203;29;CASARINI;VIA CASARINI 7;BOLOGNA;500;Porto - Saragozza;44.50402, 11.330651;SAFFI;ZANARDI
5203;35;CASARINI;VIA CASARINI 7;BOLOGNA;500;Porto - Saragozza;44.50402, 11.330651;SAFFI;ZANARDI
5204;86;CASARINI;VIA CASARINI 18;BOLOGNA;500;Porto - Saragozza;44.503968, 11.33012;SAFFI;ZANARDI
5205;35;MALVASIA;VIA CASARINI 25;BOLOGNA;500;Porto - Saragozza;44.502982, 11.325514;SAFFI;SCALO RAVONE
5207;T2;PARCHEGGIO TANARI;INTERNO PARCHEGGIO TANARI;BOLOGNA;500;Porto - Saragozza;44.506881, 11.326764;SAFFI;SCALO RAVONE
5207;29;PARCHEGGIO TANARI;INTERNO PARCHEGGIO TANARI;BOLOGNA;500;Porto - Saragozza;44.506881, 11.326764;SAFFI;SCALO RAVONE
5209;86;PORTA SAN FELICE;VIA DELLO SCALO Fr 1;BOLOGNA;500;Porto - Saragozza;44.499826, 11.326634;SAFFI;ZANARDI
5209;673;PORTA SAN FELICE;VIA DELLO SCALO Fr 1;BOLOGNA;500;Porto - Saragozza;44.499826, 11.326634;SAFFI;ZANARDI
5209;646;PORTA SAN FELICE;VIA DELLO SCALO Fr 1;BOLOGNA;500;Porto - Saragozza;44.499826, 11.326634;SAFFI;ZANARDI
5213;77;TANARI;VIA TANARI 1/2;BOLOGNA;500;Porto - Saragozza;44.506206, 11.33031;SAFFI;SCALO RAVONE
5214;77;TANARI;VIA TANARI PL 14/A;BOLOGNA;500;Porto - Saragozza;44.505711, 11.32941;SAFFI;ZANARDI
5255;11;ITC LUXEMBURG;VIA VOLTA (ROTONDA);BOLOGNA;500;Navile;44.514107, 11.311438;BERTALIA - NOCE;LAZZARETTO
5257;34;ITC LUXEMBURG;VIA DALLA VOLTA FR PL 23579;BOLOGNA;500;Navile;44.513919, 11.311355;BERTALIA - NOCE;LAZZARETTO
5258;183;GIACINTO;VIA DEL GIACINTO FR 6;BOLOGNA;500;Borgo Panigale - Reno;44.508045, 11.303549;SANTA VIOLA;AGUCCHI
5301;11;DE GAMA;VIA DE GAMA FR 27;BOLOGNA;500;Navile;44.522125, 11.327082;BEVERARA;BEVERARA
5302;67;DE GAMA;VIA DE GAMA 35;BOLOGNA;500;Navile;44.521727, 11.3285;BEVERARA;BEVERARA
5307;11;PANE;VIA DE GAMA FR 13-15;BOLOGNA;500;Navile;44.52084, 11.324753;BEVERARA;BEVERARA
5401;11;AGUCCHI;VIA AGUCCHI FR 183;BOLOGNA;500;Navile;44.524412, 11.315998;BERTALIA - NOCE;PESCAROLA
5402;11;AGUCCHI;VIA AGUCCHI 183;BOLOGNA;500;Navile;44.524292, 11.316169;BERTALIA - NOCE;PESCAROLA
5403;34;VARANINI;VIA AGUCCHI FR 173;BOLOGNA;500;Navile;44.523731, 11.313165;BERTALIA - NOCE;PESCAROLA
5404;11;VARANINI;VIA AGUCCHI 173;BOLOGNA;500;Navile;44.523585, 11.31326;BERTALIA - NOCE;PESCAROLA
5412;183;C.S. PONTELUNGO;VIA AGUCCHI FR 84;BOLOGNA;500;Borgo Panigale - Reno;44.514064, 11.301496;SANTA VIOLA;AGUCCHI
5501;92;ZANARDI CINTURA FERROVIAR;VIA ZANARDI 437;BOLOGNA;500;Navile;44.537371, 11.317104;BERTALIA - NOCE;LA NOCE
5501;18;ZANARDI CINTURA FERROVIAR;VIA ZANARDI 437;BOLOGNA;500;Navile;44.537371, 11.317104;BERTALIA - NOCE;LA NOCE
5503;29;CAVE;VIA ZANARDI INCROCIO CON VIA CONTI;CASTEL MAGGIORE;500;N/A;44.545169, 11.320573;Fuori Bologna;Fuori Bologna
5601;576;ZONA ARTIGIANALE COMMENDA;VIA PERSICETANA P.L. 46;BARGELLINO;551;N/A;44.536432, 11.266128;Fuori Bologna;Fuori Bologna
5602;576;ZONA ARTIGIANALE COMMENDA;VIA PERSICETANA 30/4;BOLOGNA;551;Borgo Panigale - Reno;44.537786, 11.265023;BIRRA - BARGELLINO - LAVINO;VIA DEL VIVAIO
5605;576;CALDERARA BIVIO;VIA PERSICETANA 14/A;BARGELLINO;551;N/A;44.543873, 11.260425;Fuori Bologna;Fuori Bologna
5609;576;BARGELLINO;VIA PERSICETANA FR 58;BARGELLINO;551;N/A;44.54625, 11.258604;Fuori Bologna;Fuori Bologna
5620;556;LE PIASTRE;VIA PERSICETANA FR 26;BOLOGNA;551;Borgo Panigale - Reno;44.553977, 11.252532;BIRRA - BARGELLINO - LAVINO;VIA DEL VIVAIO
5620;576;LE PIASTRE;VIA PERSICETANA FR 26;BOLOGNA;551;Borgo Panigale - Reno;44.553977, 11.252532;BIRRA - BARGELLINO - LAVINO;VIA DEL VIVAIO
5701;54;TRIUMVIRATO;VIA TRIUMVIRATO 1/6;BOLOGNA;500;Borgo Panigale - Reno;44.511742, 11.291214;CASTELDEBOLE - PONTELUNGO;TRIUMVIRATO-PIETRA
5701;81;TRIUMVIRATO;VIA TRIUMVIRATO 1/6;BOLOGNA;500;Borgo Panigale - Reno;44.511742, 11.291214;CASTELDEBOLE - PONTELUNGO;TRIUMVIRATO-PIETRA
5701;91;TRIUMVIRATO;VIA TRIUMVIRATO 1/6;BOLOGNA;500;Borgo Panigale - Reno;44.511742, 11.291214;CASTELDEBOLE - PONTELUNGO;TRIUMVIRATO-PIETRA
5702;91;TRIUMVIRATO;VIA TRIUMVIRATO FR P.L. 6;BOLOGNA;500;Borgo Panigale - Reno;44.511915, 11.29107;CASTELDEBOLE - PONTELUNGO;TRIUMVIRATO-PIETRA
5702;54;TRIUMVIRATO;VIA TRIUMVIRATO FR P.L. 6;BOLOGNA;500;Borgo Panigale - Reno;44.511915, 11.29107;CASTELDEBOLE - PONTELUNGO;TRIUMVIRATO-PIETRA
5702;81;TRIUMVIRATO;VIA TRIUMVIRATO FR P.L. 6;BOLOGNA;500;Borgo Panigale - Reno;44.511915, 11.29107;CASTELDEBOLE - PONTELUNGO;TRIUMVIRATO-PIETRA
5703;81;ACQUEDOTTO TRIUMVIRATO;VIA TRIUMVIRATO FR CIV 16-18;BOLOGNA;500;Borgo Panigale - Reno;44.515492, 11.292745;CASTELDEBOLE - PONTELUNGO;TRIUMVIRATO-PIETRA
5704;54;ACQUEDOTTO TRIUMVIRATO;VIA TRIUMVIRATO 30 M DOPO CIV 18;BOLOGNA;500;Borgo Panigale - Reno;44.515451, 11.29253;CASTELDEBOLE - PONTELUNGO;TRIUMVIRATO-PIETRA
5706;81;DUE PONTI;VIA TRIUMVIRATO 26/6;BOLOGNA;500;Borgo Panigale - Reno;44.518872, 11.293872;BIRRA - BARGELLINO - LAVINO;LA BIRRA
5720;91;LIPPO;VIA GIOVANNI XXIII 5/B;LIPPO;505;N/A;44.536317, 11.30158;Fuori Bologna;Fuori Bologna
5721;81;LIPPO GIOVANNI XXIII DON;VIA GIOVANNI XXIII 10;CALDERARA DI RENO;505;N/A;44.538358, 11.302139;Fuori Bologna;Fuori Bologna
5722;91;LIPPO GIOVANNI XXIII DON;VIA GIOVANNI XXIII FR 12;LIPPO;505;N/A;44.53857, 11.301896;Fuori Bologna;Fuori Bologna
5766;54;CASE SAVINI@;VIA DELLA FORNACE 3/2;BOLOGNA;500;Borgo Panigale - Reno;44.527281, 11.280824;BIRRA - BARGELLINO - LAVINO;AEROPORTO
6001;61;SAN PIO V;VIA SAFFI 43;BOLOGNA;500;Porto - Saragozza;44.500194, 11.3249;SAFFI;ZANARDI
6001;36;SAN PIO V;VIA SAFFI 43;BOLOGNA;500;Porto - Saragozza;44.500194, 11.3249;SAFFI;ZANARDI
6003;646;SAFFI;VIA SAFFI FR 36;BOLOGNA;500;Porto - Saragozza;44.501698, 11.320469;SAFFI;PRATI DI CAPRARA-OSPEDALE MAGGIORE
6003;673;SAFFI;VIA SAFFI FR 36;BOLOGNA;500;Porto - Saragozza;44.501698, 11.320469;SAFFI;PRATI DI CAPRARA-OSPEDALE MAGGIORE
6003;91;SAFFI;VIA SAFFI FR 36;BOLOGNA;500;Porto - Saragozza;44.501698, 11.320469;SAFFI;PRATI DI CAPRARA-OSPEDALE MAGGIORE
6003;677;SAFFI;VIA SAFFI FR 36;BOLOGNA;500;Porto - Saragozza;44.501698, 11.320469;SAFFI;PRATI DI CAPRARA-OSPEDALE MAGGIORE
6003;81;SAFFI;VIA SAFFI FR 36;BOLOGNA;500;Porto - Saragozza;44.501698, 11.320469;SAFFI;PRATI DI CAPRARA-OSPEDALE MAGGIORE
6003;35;SAFFI;VIA SAFFI FR 36;BOLOGNA;500;Porto - Saragozza;44.501698, 11.320469;SAFFI;PRATI DI CAPRARA-OSPEDALE MAGGIORE
6003;92;SAFFI;VIA SAFFI FR 36;BOLOGNA;500;Porto - Saragozza;44.501698, 11.320469;SAFFI;PRATI DI CAPRARA-OSPEDALE MAGGIORE
6004;19;SAFFI;VIA SAFFI 26/B;BOLOGNA;500;Porto - Saragozza;44.500943, 11.322188;SAFFI;VIA VITTORIO VENETO
6004;87;SAFFI;VIA SAFFI 26/B;BOLOGNA;500;Porto - Saragozza;44.500943, 11.322188;SAFFI;VIA VITTORIO VENETO
6004;92;SAFFI;VIA SAFFI 26/B;BOLOGNA;500;Porto - Saragozza;44.500943, 11.322188;SAFFI;VIA VITTORIO VENETO
6004;86;SAFFI;VIA SAFFI 26/B;BOLOGNA;500;Porto - Saragozza;44.500943, 11.322188;SAFFI;VIA VITTORIO VENETO
6004;556;SAFFI;VIA SAFFI 26/B;BOLOGNA;500;Porto - Saragozza;44.500943, 11.322188;SAFFI;VIA VITTORIO VENETO
6004;646;SAFFI;VIA SAFFI 26/B;BOLOGNA;500;Porto - Saragozza;44.500943, 11.322188;SAFFI;VIA VITTORIO VENETO
6005;19;TIMAVO;VIA EMILIA PONENTE FR 4;BOLOGNA;500;Porto - Saragozza;44.502641, 11.317941;SAFFI;PRATI DI CAPRARA-OSPEDALE MAGGIORE
6006;38;TIMAVO;VIA EMILIA PONENTE 4;BOLOGNA;500;Porto - Saragozza;44.502471, 11.317846;SAFFI;VIA VITTORIO VENETO
6008;35;OSPEDALE MAGGIORE;LARGO NIGRISOLI;BOLOGNA;500;Porto - Saragozza;44.504159, 11.31585;SAFFI;PRATI DI CAPRARA-OSPEDALE MAGGIORE
6009;91;OSPEDALE MAGGIORE;VIA EMILIA PONENTE 20 M PRIMA INCROCIO V;BOLOGNA;500;Porto - Saragozza;44.504166, 11.313724;SAFFI;PRATI DI CAPRARA-OSPEDALE MAGGIORE
6009;673;OSPEDALE MAGGIORE;VIA EMILIA PONENTE 20 M PRIMA INCROCIO V;BOLOGNA;500;Porto - Saragozza;44.504166, 11.313724;SAFFI;PRATI DI CAPRARA-OSPEDALE MAGGIORE
6009;183;OSPEDALE MAGGIORE;VIA EMILIA PONENTE 20 M PRIMA INCROCIO V;BOLOGNA;500;Porto - Saragozza;44.504166, 11.313724;SAFFI;PRATI DI CAPRARA-OSPEDALE MAGGIORE
6009;651;OSPEDALE MAGGIORE;VIA EMILIA PONENTE 20 M PRIMA INCROCIO V;BOLOGNA;500;Porto - Saragozza;44.504166, 11.313724;SAFFI;PRATI DI CAPRARA-OSPEDALE MAGGIORE
6009;87;OSPEDALE MAGGIORE;VIA EMILIA PONENTE 20 M PRIMA INCROCIO V;BOLOGNA;500;Porto - Saragozza;44.504166, 11.313724;SAFFI;PRATI DI CAPRARA-OSPEDALE MAGGIORE
6009;92;OSPEDALE MAGGIORE;VIA EMILIA PONENTE 20 M PRIMA INCROCIO V;BOLOGNA;500;Porto - Saragozza;44.504166, 11.313724;SAFFI;PRATI DI CAPRARA-OSPEDALE MAGGIORE
6009;39;OSPEDALE MAGGIORE;VIA EMILIA PONENTE 20 M PRIMA INCROCIO V;BOLOGNA;500;Porto - Saragozza;44.504166, 11.313724;SAFFI;PRATI DI CAPRARA-OSPEDALE MAGGIORE
6009;61;OSPEDALE MAGGIORE;VIA EMILIA PONENTE 20 M PRIMA INCROCIO V;BOLOGNA;500;Porto - Saragozza;44.504166, 11.313724;SAFFI;PRATI DI CAPRARA-OSPEDALE MAGGIORE
6009;677;OSPEDALE MAGGIORE;VIA EMILIA PONENTE 20 M PRIMA INCROCIO V;BOLOGNA;500;Porto - Saragozza;44.504166, 11.313724;SAFFI;PRATI DI CAPRARA-OSPEDALE MAGGIORE
6010;944;OSPEDALE MAGGIORE;LARGO NIGRISOLI - CORSIA PARALLELA A VIA;BOLOGNA;500;Porto - Saragozza;44.503821, 11.315245;SAFFI;PRATI DI CAPRARA-OSPEDALE MAGGIORE
6010;34;OSPEDALE MAGGIORE;LARGO NIGRISOLI - CORSIA PARALLELA A VIA;BOLOGNA;500;Porto - Saragozza;44.503821, 11.315245;SAFFI;PRATI DI CAPRARA-OSPEDALE MAGGIORE
6010;39;OSPEDALE MAGGIORE;LARGO NIGRISOLI - CORSIA PARALLELA A VIA;BOLOGNA;500;Porto - Saragozza;44.503821, 11.315245;SAFFI;PRATI DI CAPRARA-OSPEDALE MAGGIORE
6012;38;OSPEDALE MAGGIORE;VIA EMILIA PONENTE 12;BOLOGNA;500;Porto - Saragozza;44.503581, 11.315072;SAFFI;PRATI DI CAPRARA-OSPEDALE MAGGIORE
6012;13;OSPEDALE MAGGIORE;VIA EMILIA PONENTE 12;BOLOGNA;500;Porto - Saragozza;44.503581, 11.315072;SAFFI;PRATI DI CAPRARA-OSPEDALE MAGGIORE
6012;19;OSPEDALE MAGGIORE;VIA EMILIA PONENTE 12;BOLOGNA;500;Porto - Saragozza;44.503581, 11.315072;SAFFI;PRATI DI CAPRARA-OSPEDALE MAGGIORE
6012;81;OSPEDALE MAGGIORE;VIA EMILIA PONENTE 12;BOLOGNA;500;Porto - Saragozza;44.503581, 11.315072;SAFFI;PRATI DI CAPRARA-OSPEDALE MAGGIORE
6012;92;OSPEDALE MAGGIORE;VIA EMILIA PONENTE 12;BOLOGNA;500;Porto - Saragozza;44.503581, 11.315072;SAFFI;PRATI DI CAPRARA-OSPEDALE MAGGIORE
6013;13;PRATI DI CAPRARA;VIA EMILIA PONENTE FR 56;BOLOGNA;500;Porto - Saragozza;44.505342, 11.310361;SAFFI;PRATI DI CAPRARA-OSPEDALE MAGGIORE
6014;86;PRATI DI CAPRARA;VIA EMILIA PONENTE 36;BOLOGNA;500;Porto - Saragozza;44.505059, 11.310552;SAFFI;VELODROMO
6016;35;OSPEDALE MAGGIORE - MATER;VIA DELL`OSPEDALE;BOLOGNA;500;Porto - Saragozza;44.506377, 11.316126;SAFFI;PRATI DI CAPRARA-OSPEDALE MAGGIORE
6017;651;BERRETTA ROSSA OPIF. GOLI;VIA EMILIA PONENTE 117;BOLOGNA;500;Borgo Panigale - Reno;44.506275, 11.307392;SANTA VIOLA;AGUCCHI
6017;13;BERRETTA ROSSA OPIF. GOLI;VIA EMILIA PONENTE 117;BOLOGNA;500;Borgo Panigale - Reno;44.506275, 11.307392;SANTA VIOLA;AGUCCHI
6017;183;BERRETTA ROSSA OPIF. GOLI;VIA EMILIA PONENTE 117;BOLOGNA;500;Borgo Panigale - Reno;44.506275, 11.307392;SANTA VIOLA;AGUCCHI
6017;677;BERRETTA ROSSA OPIF. GOLI;VIA EMILIA PONENTE 117;BOLOGNA;500;Borgo Panigale - Reno;44.506275, 11.307392;SANTA VIOLA;AGUCCHI
6017;646;BERRETTA ROSSA OPIF. GOLI;VIA EMILIA PONENTE 117;BOLOGNA;500;Borgo Panigale - Reno;44.506275, 11.307392;SANTA VIOLA;AGUCCHI
6018;13;BERRETTA ROSSA OPIF. GOLI;VIA EMILIA PONENTE FR 127/A;BOLOGNA;500;Borgo Panigale - Reno;44.506368, 11.306817;SANTA VIOLA;EMILIA PONENTE
6019;445;SANTA VIOLA;VIA EMILIA PONENTE 157;BOLOGNA;500;Borgo Panigale - Reno;44.507542, 11.303491;SANTA VIOLA;AGUCCHI
6019;79;SANTA VIOLA;VIA EMILIA PONENTE 157;BOLOGNA;500;Borgo Panigale - Reno;44.507542, 11.303491;SANTA VIOLA;AGUCCHI
6019;677;SANTA VIOLA;VIA EMILIA PONENTE 157;BOLOGNA;500;Borgo Panigale - Reno;44.507542, 11.303491;SANTA VIOLA;AGUCCHI
6020;944;SANTA VIOLA;VIA EMILIA PONENTE 98-100;BOLOGNA;500;Borgo Panigale - Reno;44.507611, 11.30279;SANTA VIOLA;EMILIA PONENTE
6020;651;SANTA VIOLA;VIA EMILIA PONENTE 98-100;BOLOGNA;500;Borgo Panigale - Reno;44.507611, 11.30279;SANTA VIOLA;EMILIA PONENTE
6021;179;BERNARDI;VIA EMILIA PONENTE 211/A;BOLOGNA;500;Borgo Panigale - Reno;44.508363, 11.299397;SANTA VIOLA;AGUCCHI
6022;13;BERNARDI;VIA EMILIA PONENTE 126/A;BOLOGNA;500;Borgo Panigale - Reno;44.508112, 11.300218;SANTA VIOLA;EMILIA PONENTE
